gcid,gcid2,weight_mg,expID,batchID,samplename,genotype,genotype2,modelpred,model,pred,leafcolor,leafshape,rootshape,AGI,aerialpart_weight
MeKO_03_04_1,MeKO_03_04_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,11_05,aba21,aba2-1,pred,nodata,MeKO_03_04_1    ,normal,normal,normal,AT1G52340,20.3
MeKO_03_05_1,MeKO_03_05_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,11_06,aba21,aba2-1,pred,nodata,MeKO_03_05_1    ,normal,normal,normal,AT1G52340,21.6
MeKO_03_06_1,MeKO_03_06_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,11_08,aba21,aba2-1,model,MeKO_03_06_1    ,nodata,normal,normal,normal,AT1G52340,23.7
MeKO_03_07_1,MeKO_03_07_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,11_09,aba21,aba2-1,pred,nodata,MeKO_03_07_1    ,normal,normal,normal,AT1G52340,20.3
MeKO_03_08_1,MeKO_03_08_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,11_10,aba21,aba2-1,pred,nodata,MeKO_03_08_1    ,normal,normal,normal,AT1G52340,20.2
MeKO_03_09_1,MeKO_03_09_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_01,aba31,aba3-1,pred,nodata,MeKO_03_09_1    ,normal,normal,normal,AT1G16540,20.9
MeKO_03_10_1,MeKO_03_10_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_02,aba31,aba3-1,pred,nodata,MeKO_03_10_1    ,normal,normal,normal,AT1G16540,11
MeKO_03_11_1,MeKO_03_11_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_03,aba31,aba3-1,pred,nodata,MeKO_03_11_1    ,normal,normal,normal,AT1G16540,13.8
MeKO_03_12_1,MeKO_03_12_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_05,aba31,aba3-1,pred,nodata,MeKO_03_12_1    ,normal,normal,normal,AT1G16540,14.1
MeKO_03_13_1,MeKO_03_13_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_06,aba31,aba3-1,pred,nodata,MeKO_03_13_1    ,normal,normal,normal,AT1G16540,21.6
MeKO_03_14_1,MeKO_03_14_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_07,aba31,aba3-1,model,MeKO_03_14_1    ,nodata,normal,normal,normal,AT1G16540,21.2
MeKO_03_15_1,MeKO_03_15_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_08,aba31,aba3-1,pred,nodata,MeKO_03_15_1    ,normal,normal,normal,AT1G16540,14
MeKO_03_16_1,MeKO_03_16_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,12_10,aba31,aba3-1,pred,nodata,MeKO_03_16_1    ,normal,normal,normal,AT1G16540,16.8
MeKO_03_17_1,MeKO_03_17_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_01,fad51,fad5-1,pred,nodata,MeKO_03_17_1    ,normal,normal,normal,AT3G15850,36.4
MeKO_03_18_1,MeKO_03_18_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_02,fad51,fad5-1,pred,nodata,MeKO_03_18_1    ,normal,normal,normal,AT3G15850,21.9
MeKO_03_19_1,MeKO_03_19_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_04,fad51,fad5-1,pred,nodata,MeKO_03_19_1    ,normal,normal,normal,AT3G15850,30.5
MeKO_03_20_1,MeKO_03_20_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_05,fad51,fad5-1,pred,nodata,MeKO_03_20_1    ,normal,normal,normal,AT3G15850,15.9
MeKO_03_21_1,MeKO_03_21_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_06,fad51,fad5-1,pred,nodata,MeKO_03_21_1    ,normal,normal,normal,AT3G15850,28.3
MeKO_03_22_1,MeKO_03_22_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_07,fad51,fad5-1,pred,nodata,MeKO_03_22_1    ,normal,normal,normal,AT3G15850,29.1
MeKO_03_23_1,MeKO_03_23_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_08,fad51,fad5-1,pred,nodata,MeKO_03_23_1    ,normal,normal,normal,AT3G15850,23.2
MeKO_03_24_1,MeKO_03_24_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,20_09,fad51,fad5-1,model,MeKO_03_24_1    ,nodata,normal,normal,normal,AT3G15850,20.9
MeKO_03_25_1,MeKO_03_25_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_01,fad61,fad6-1,pred,nodata,MeKO_03_25_1    ,normal,normal,normal,AT4G30950,16.4
MeKO_03_26_1,MeKO_03_26_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_02,fad61,fad6-1,pred,nodata,MeKO_03_26_1    ,normal,normal,normal,AT4G30950,14
MeKO_03_27_1,MeKO_03_27_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_03,fad61,fad6-1,pred,nodata,MeKO_03_27_1    ,normal,normal,normal,AT4G30950,11.4
MeKO_03_28_1,MeKO_03_28_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_04,fad61,fad6-1,pred,nodata,MeKO_03_28_1    ,normal,normal,normal,AT4G30950,9.3
MeKO_03_29_1,MeKO_03_29_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_07,fad61,fad6-1,pred,nodata,MeKO_03_29_1    ,normal,normal,normal,AT4G30950,17.9
MeKO_03_30_1,MeKO_03_30_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_08,fad61,fad6-1,pred,nodata,MeKO_03_30_1    ,normal,normal,normal,AT4G30950,20.5
MeKO_03_31_1,MeKO_03_31_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_09,fad61,fad6-1,pred,nodata,MeKO_03_31_1    ,normal,normal,normal,AT4G30950,18
MeKO_03_32_1,MeKO_03_32_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,21_10,fad61,fad6-1,pred,nodata,MeKO_03_32_1    ,normal,normal,normal,AT4G30950,18.1
MeKO_03_33_1,MeKO_03_33_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_01,col0,col-0,pred,nodata,MeKO_03_33_1    ,normal,normal,normal,noinfo,29.7
MeKO_03_34_1,MeKO_03_34_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_02,col0,col-0,pred,nodata,MeKO_03_34_1    ,normal,normal,normal,noinfo,18.7
MeKO_03_35_1,MeKO_03_35_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_03,col0,col-0,pred,nodata,MeKO_03_35_1    ,normal,normal,normal,noinfo,27.4
MeKO_03_36_1,MeKO_03_36_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_05,col0,col-0,pred,nodata,MeKO_03_36_1    ,normal,normal,normal,noinfo,25.5
MeKO_03_37_1,MeKO_03_37_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_06,col0,col-0,pred,nodata,MeKO_03_37_1    ,normal,normal,normal,noinfo,22.6
MeKO_03_38_1,MeKO_03_38_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_07,col0,col-0,pred,nodata,MeKO_03_38_1    ,normal,normal,normal,noinfo,19.5
MeKO_03_39_1,MeKO_03_39_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_08,col0,col-0,pred,nodata,MeKO_03_39_1    ,normal,normal,normal,noinfo,20.5
MeKO_03_40_1,MeKO_03_40_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_lot2_09,col0,col-0,pred,nodata,MeKO_03_40_1    ,normal,normal,normal,noinfo,23
MeKO_03_41_1,MeKO_03_41_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_01,col0,col-0,pred,nodata,MeKO_03_41_1    ,normal,normal,normal,noinfo,26.1
MeKO_03_42_1,MeKO_03_42_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_02,col0,col-0,pred,nodata,MeKO_03_42_1    ,normal,normal,normal,noinfo,32.3
MeKO_03_43_1,MeKO_03_43_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_03,col0,col-0,pred,nodata,MeKO_03_43_1    ,normal,normal,normal,noinfo,23.1
MeKO_03_44_1,MeKO_03_44_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_04,col0,col-0,pred,nodata,MeKO_03_44_1    ,normal,normal,normal,noinfo,18.3
MeKO_03_45_1,MeKO_03_45_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_06,col0,col-0,pred,nodata,MeKO_03_45_1    ,normal,normal,normal,noinfo,18.1
MeKO_03_46_1,MeKO_03_46_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_07,col0,col-0,pred,nodata,MeKO_03_46_1    ,normal,normal,normal,noinfo,21
MeKO_03_47_1,MeKO_03_47_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_09,col0,col-0,pred,nodata,MeKO_03_47_1    ,normal,normal,normal,noinfo,28.3
MeKO_03_48_1,MeKO_03_48_1    ,0.055555556,110106_MeKO_5batch_rep_AndiMS,MeKO_02_03_04,Col_Jun08_10,col0,col-0,pred,nodata,MeKO_03_48_1    ,normal,normal,normal,noinfo,20.6
